Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
GoAir,2024-12-02,Chennai,Lucknow,CHE-LUC,14:55,16:54,01:59:00 AM,non-stop,7867
SpiceJet,2024-11-21,Surat,Indore,SUR-IND,00:15,16:05,03:50:00 PM,non-stop,2637
Star Air,2020-08-14,Surat,Patna,SUR-PAT,04:56,12:08,07:12:00 AM,non-stop,5239
SpiceJet,2023-01-28,Ahmedabad,Mumbai,AHM-MUM,13:11,20:41,07:30:00 AM,non-stop,8466
SpiceJet,2020-02-10,Nagpur,Lucknow,NAG-JAI-IND-PUN-LUC,00:33,15:07,02:34:00 PM,3 stops,16281
GoAir,2022-05-10,Indore,Bhubaneswar,IND-PAT-GOA-BHU,01:36,20:23,06:47:00 PM,2 stops,6652
Star Air,2024-02-02,Chennai,Surat,CHE-SUR,02:38,09:57,07:19:00 AM,non-stop,10770
Vistara,2022-08-06,Pune,Hyderabad,PUN-IND-BHU-GOA-HYD,13:58,00:23,10:25:00 AM,3 stops,9943
GoAir,2024-08-22,Chennai,Indore,CHE-IND,08:26,13:11,04:45:00 AM,non-stop,4302
Vistara,2020-04-28,Raipur,Varanasi,RAI-IND-BHU-NAG-VAR,00:45,18:36,05:51:00 PM,3 stops,15558
Air India,2020-02-26,Ahmedabad,Surat,AHM-GOA-SUR,16:21,08:37,04:16:00 PM,1 stop,7193
TruJet,2023-07-17,Raipur,Patna,RAI-AHM-PAT,05:06,07:41,02:35:00 AM,1 stop,7157
SpiceJet,2025-11-04,Pune,Nagpur,PUN-CHE-VAR-AHM-NAG,17:37,23:43,06:06:00 AM,3 stops,11427
Akasa Air,2021-12-22,Chennai,Cochin,CHE-COC,18:40,18:34,11:54:00 PM,non-stop,10738
Air India,2024-11-02,Bangalore,Lucknow,BAN-LUC,00:04,09:49,09:45:00 AM,non-stop,5839
Air India,2021-07-28,Surat,Lucknow,SUR-BAN-LUC,20:49,14:00,05:11:00 PM,1 stop,10439
Vistara,2022-05-02,Mumbai,Pune,MUM-AHM-PAT-PUN,18:37,03:18,08:41:00 AM,2 stops,7726
AirAsia India,2020-07-18,Bangalore,Cochin,BAN-IND-COC,11:05,06:27,07:22:00 PM,1 stop,5607
TruJet,2021-11-12,Kolkata,Patna,KOL-COC-HYD-LUC-PAT,19:32,15:29,07:57:00 PM,3 stops,15859
GoAir,2021-07-08,Delhi,Surat,DEL-SUR,00:25,04:57,04:32:00 AM,non-stop,10772
SpiceJet,2019-09-22,Delhi,Hyderabad,DEL-HYD,13:40,19:47,06:07:00 AM,non-stop,3155
Star Air,2019-09-09,Hyderabad,Guwahati,HYD-AHM-PUN-IND-GUW,20:26,18:54,10:28:00 PM,3 stops,7206
AirAsia India,2019-01-18,Cochin,Nagpur,COC-GOA-BHU-NAG,20:28,06:34,10:06:00 AM,2 stops,6607
SpiceJet,2023-07-01,Pune,Varanasi,PUN-VAR,19:29,17:45,10:16:00 PM,non-stop,7496
Star Air,2025-05-13,Raipur,Cochin,RAI-IND-CHE-COC,04:05,05:14,01:09:00 AM,2 stops,11923
IndiGo,2023-11-17,Nagpur,Varanasi,NAG-MUM-DEL-VAR,13:55,18:10,04:15:00 AM,2 stops,6100
SpiceJet,2019-12-19,Lucknow,Guwahati,LUC-GUW,07:09,19:13,12:04:00 PM,non-stop,11141
Alliance Air,2019-12-19,Bangalore,Chennai,BAN-CHE,21:12,17:30,08:18:00 PM,non-stop,8953
Vistara,2024-01-02,Nagpur,Guwahati,NAG-SUR-IND-GUW,02:07,09:34,07:27:00 AM,2 stops,12488
Alliance Air,2024-06-07,Bhubaneswar,Guwahati,BHU-AHM-GUW,14:26,18:52,04:26:00 AM,1 stop,11574
TruJet,2019-11-02,Cochin,Bhubaneswar,COC-NAG-VAR-MUM-BHU,17:12,17:18,12:06:00 AM,3 stops,16935
Vistara,2023-06-28,Bhubaneswar,Jaipur,BHU-BAN-PAT-JAI,21:04,01:28,04:24:00 AM,2 stops,11565
Alliance Air,2021-01-07,Mumbai,Goa,MUM-GOA,08:56,03:34,06:38:00 PM,non-stop,2553
AirAsia India,2023-01-14,Indore,Hyderabad,IND-AHM-LUC-HYD,04:59,11:19,06:20:00 AM,2 stops,10682
Vistara,2019-04-06,Jaipur,Pune,JAI-DEL-PUN,12:33,08:54,08:21:00 PM,1 stop,5060
Akasa Air,2025-04-18,Kolkata,Mumbai,KOL-COC-DEL-MUM,09:35,07:35,10:00:00 PM,2 stops,5947
SpiceJet,2025-07-24,Delhi,Goa,DEL-HYD-PAT-JAI-GOA,00:57,12:41,11:44:00 AM,3 stops,12137
Akasa Air,2020-10-04,Hyderabad,Lucknow,HYD-LUC,04:57,11:23,06:26:00 AM,non-stop,10728
GoAir,2024-02-07,Goa,Pune,GOA-PUN,12:05,15:20,03:15:00 AM,non-stop,4906
Air India,2023-10-24,Guwahati,Delhi,GUW-LUC-DEL,17:38,04:34,10:56:00 AM,1 stop,9788
IndiGo,2023-02-05,Jaipur,Guwahati,JAI-GUW,22:11,03:59,05:48:00 AM,non-stop,5948
Vistara,2022-04-10,Cochin,Lucknow,COC-LUC,16:31,07:34,03:03:00 PM,non-stop,10032
Air India,2024-06-26,Lucknow,Jaipur,LUC-COC-JAI,15:16,23:33,08:17:00 AM,1 stop,13032
Star Air,2023-11-24,Patna,Indore,PAT-DEL-IND,21:30,00:06,02:36:00 AM,1 stop,7281
Akasa Air,2022-04-11,Chennai,Raipur,CHE-RAI,09:08,12:29,03:21:00 AM,non-stop,3413
Vistara,2024-03-10,Pune,Guwahati,PUN-PAT-KOL-MUM-GUW,22:16,06:24,08:08:00 AM,3 stops,8504
TruJet,2024-07-17,Raipur,Varanasi,RAI-VAR,03:20,01:11,09:51:00 PM,non-stop,6848
Air India,2025-08-21,Bhubaneswar,Guwahati,BHU-GOA-RAI-PAT-GUW,23:48,13:24,01:36:00 PM,3 stops,12742
TruJet,2020-12-07,Bangalore,Raipur,BAN-BHU-GUW-RAI,02:47,19:50,05:03:00 PM,2 stops,7473
SpiceJet,2022-06-03,Indore,Cochin,IND-COC,19:37,21:28,01:51:00 AM,non-stop,5194
Star Air,2025-01-16,Nagpur,Bangalore,NAG-HYD-VAR-BAN,00:44,16:41,03:57:00 PM,2 stops,13017
GoAir,2020-08-06,Ahmedabad,Nagpur,AHM-HYD-KOL-PAT-NAG,02:18,16:28,02:10:00 PM,3 stops,11884
AirAsia India,2024-03-08,Nagpur,Ahmedabad,NAG-AHM,01:59,20:27,06:28:00 PM,non-stop,7428
Alliance Air,2022-04-25,Patna,Raipur,PAT-AHM-LUC-RAI,15:31,18:47,03:16:00 AM,2 stops,13097
Akasa Air,2020-02-21,Pune,Raipur,PUN-GUW-RAI,09:39,07:34,09:55:00 PM,1 stop,13012
SpiceJet,2021-03-28,Jaipur,Nagpur,JAI-HYD-NAG,10:23,12:34,02:11:00 AM,1 stop,3551
SpiceJet,2025-07-23,Kolkata,Delhi,KOL-JAI-LUC-DEL,09:39,08:39,11:00:00 PM,2 stops,11824
GoAir,2020-04-07,Pune,Lucknow,PUN-RAI-KOL-PAT-LUC,09:26,11:49,02:23:00 AM,3 stops,12781
Air India,2025-09-05,Varanasi,Surat,VAR-RAI-KOL-GOA-SUR,16:52,13:09,08:17:00 PM,3 stops,11187
AirAsia India,2022-05-25,Cochin,Indore,COC-IND,04:15,02:36,10:21:00 PM,non-stop,5308
SpiceJet,2021-09-21,Nagpur,Indore,NAG-GUW-GOA-IND,18:36,20:22,01:46:00 AM,2 stops,11944
GoAir,2021-05-06,Bhubaneswar,Guwahati,BHU-CHE-LUC-BAN-GUW,16:54,12:41,07:47:00 PM,3 stops,6262
Star Air,2022-03-11,Mumbai,Chennai,MUM-CHE,04:34,13:58,09:24:00 AM,non-stop,8055
Star Air,2022-05-23,Varanasi,Patna,VAR-GOA-NAG-PAT,14:21,08:04,05:43:00 PM,2 stops,10994
IndiGo,2019-04-27,Jaipur,Ahmedabad,JAI-BHU-AHM,23:54,19:49,07:55:00 PM,1 stop,10076
Akasa Air,2025-08-17,Kolkata,Cochin,KOL-PAT-COC,19:42,13:18,05:36:00 PM,1 stop,8588
Air India,2020-03-24,Indore,Hyderabad,IND-BAN-VAR-HYD,02:15,23:10,08:55:00 PM,2 stops,7547
Air India,2024-03-26,Nagpur,Guwahati,NAG-JAI-RAI-GUW,22:40,11:49,01:09:00 PM,2 stops,8449
AirAsia India,2024-03-16,Varanasi,Bhubaneswar,VAR-BHU,00:29,10:39,10:10:00 AM,non-stop,10849
Alliance Air,2019-09-24,Bangalore,Chennai,BAN-AHM-PUN-CHE,02:38,23:21,08:43:00 PM,2 stops,12018
SpiceJet,2022-05-28,Surat,Raipur,SUR-AHM-HYD-GOA-RAI,19:19,13:51,06:32:00 PM,3 stops,11484
TruJet,2023-10-13,Patna,Varanasi,PAT-VAR,20:37,01:20,04:43:00 AM,non-stop,3137
Akasa Air,2024-11-18,Raipur,Lucknow,RAI-PAT-LUC,15:49,12:40,08:51:00 PM,1 stop,4231
GoAir,2023-02-17,Nagpur,Surat,NAG-CHE-GOA-SUR,20:28,18:32,10:04:00 PM,2 stops,8240
AirAsia India,2020-07-10,Guwahati,Surat,GUW-VAR-SUR,07:05,22:01,02:56:00 PM,1 stop,6273
Alliance Air,2023-05-10,Kolkata,Indore,KOL-MUM-IND,06:39,13:56,07:17:00 AM,1 stop,8132
Star Air,2019-01-01,Chennai,Jaipur,CHE-JAI,19:07,20:58,01:51:00 AM,non-stop,9546
IndiGo,2021-05-19,Pune,Hyderabad,PUN-HYD,16:27,23:12,06:45:00 AM,non-stop,9490
Alliance Air,2023-12-11,Varanasi,Patna,VAR-NAG-PAT,04:21,02:32,10:11:00 PM,1 stop,5031
Air India,2020-11-25,Goa,Pune,GOA-NAG-PUN,09:53,03:24,05:31:00 PM,1 stop,4785
TruJet,2021-06-09,Mumbai,Indore,MUM-IND,07:48,01:03,05:15:00 PM,non-stop,7772
TruJet,2020-01-16,Chennai,Mumbai,CHE-MUM,00:59,15:16,02:17:00 PM,non-stop,8645
AirAsia India,2022-06-12,Mumbai,Raipur,MUM-AHM-BAN-RAI,05:56,00:01,06:05:00 PM,2 stops,7788
GoAir,2022-01-27,Kolkata,Goa,KOL-PUN-NAG-VAR-GOA,07:22,03:40,08:18:00 PM,3 stops,11167
Star Air,2019-09-22,Pune,Guwahati,PUN-IND-PAT-AHM-GUW,13:27,18:37,05:10:00 AM,3 stops,16653
GoAir,2020-03-05,Bhubaneswar,Delhi,BHU-NAG-GUW-MUM-DEL,09:52,18:47,08:55:00 AM,3 stops,13270
Alliance Air,2024-09-02,Bhubaneswar,Nagpur,BHU-PUN-NAG,13:14,20:53,07:39:00 AM,1 stop,5060
AirAsia India,2025-07-16,Bangalore,Lucknow,BAN-GUW-AHM-LUC,13:40,14:27,12:47:00 AM,2 stops,11241
Vistara,2020-03-14,Hyderabad,Mumbai,HYD-AHM-MUM,02:48,14:38,11:50:00 AM,1 stop,4797
Vistara,2025-11-09,Cochin,Mumbai,COC-RAI-JAI-PAT-MUM,14:31,04:47,02:16:00 PM,3 stops,15629
SpiceJet,2022-11-02,Bangalore,Cochin,BAN-GUW-NAG-COC,15:01,16:21,01:20:00 AM,2 stops,4072
Alliance Air,2020-03-22,Bangalore,Hyderabad,BAN-PAT-COC-HYD,03:58,06:34,02:36:00 AM,2 stops,9194
GoAir,2024-11-17,Jaipur,Patna,JAI-RAI-LUC-BHU-PAT,09:18,18:34,09:16:00 AM,3 stops,7892
Akasa Air,2020-07-21,Patna,Chennai,PAT-BAN-NAG-CHE,07:54,19:20,11:26:00 AM,2 stops,5503
IndiGo,2019-03-08,Bangalore,Mumbai,BAN-SUR-RAI-HYD-MUM,01:49,16:31,02:42:00 PM,3 stops,15220
Alliance Air,2024-08-21,Raipur,Lucknow,RAI-LUC,18:32,03:53,09:21:00 AM,non-stop,3375
SpiceJet,2019-01-19,Nagpur,Bangalore,NAG-PAT-BAN,13:37,03:20,01:43:00 PM,1 stop,11136
SpiceJet,2025-01-22,Surat,Varanasi,SUR-VAR,09:25,18:39,09:14:00 AM,non-stop,11383
TruJet,2024-07-08,Bangalore,Patna,BAN-GUW-JAI-AHM-PAT,04:49,13:23,08:34:00 AM,3 stops,9639
Alliance Air,2019-01-09,Nagpur,Kolkata,NAG-BHU-VAR-KOL,05:58,18:30,12:32:00 PM,2 stops,8469
Air India,2024-03-14,Ahmedabad,Varanasi,AHM-MUM-VAR,00:24,16:54,04:30:00 PM,1 stop,10293
GoAir,2023-03-28,Jaipur,Pune,JAI-PUN,21:18,01:41,04:23:00 AM,non-stop,9556
Star Air,2025-02-26,Kolkata,Pune,KOL-BHU-PUN,05:27,15:58,10:31:00 AM,1 stop,6202
Star Air,2025-01-24,Bhubaneswar,Kolkata,BHU-NAG-BAN-LUC-KOL,20:09,15:01,06:52:00 PM,3 stops,8126
Air India,2020-12-06,Goa,Hyderabad,GOA-KOL-DEL-COC-HYD,04:09,22:16,06:07:00 PM,3 stops,15960
Star Air,2023-11-09,Patna,Surat,PAT-HYD-SUR,15:49,13:29,09:40:00 PM,1 stop,7303
SpiceJet,2022-11-23,Mumbai,Nagpur,MUM-GUW-BAN-NAG,18:13,10:46,04:33:00 PM,2 stops,7432
Alliance Air,2020-12-08,Bangalore,Jaipur,BAN-JAI,06:43,03:42,08:59:00 PM,non-stop,11680
Akasa Air,2019-01-26,Bangalore,Indore,BAN-RAI-AHM-IND,19:29,09:57,02:28:00 PM,2 stops,7599
Alliance Air,2022-03-13,Bangalore,Varanasi,BAN-VAR,13:53,14:29,12:36:00 AM,non-stop,10069
Vistara,2023-07-06,Surat,Jaipur,SUR-GOA-JAI,06:02,01:51,07:49:00 PM,1 stop,4531
Vistara,2019-09-15,Lucknow,Mumbai,LUC-PAT-KOL-MUM,00:35,03:49,03:14:00 AM,2 stops,5653
GoAir,2019-09-07,Ahmedabad,Raipur,AHM-COC-RAI,18:42,02:10,07:28:00 AM,1 stop,6560
Star Air,2021-04-12,Lucknow,Bhubaneswar,LUC-DEL-SUR-IND-BHU,04:09,17:15,01:06:00 PM,3 stops,14339
